"text","label"
"Hết cherry nên shop gọi bảo mình đổi mẫu chứ ko tự giao mẫu khác 👍🏻 Chọn chuyển qua dưa hấu","Neutral"
"Sản phẩm tốt phù hợp với giá tiền","Positive"
"Len chất hơi cứng chút😀Nhưng vẫn mặc Ok","Neutral"
"Kiểu dáng đúng mô tả, tuy nhiên quá mềm, không có độ cứng của khung túi, nên kém sang","Neutral"
"áo cực đẹp, nhé vải ko dày lắm đâu nên mình nghĩ vẫn mặc trong mùa hè đc, cơ mà lần sau em mua shop đừng gọi mẹ em nhé :))))","Positive"
"Vải mỏng quá mỏng","Negative"
"Chất thích mà size hơi nhỏ so với size bthg","Negative"
"Hàng đẹp, chất lượng","Positive"
"SP không có hộp nhé","Negative"
"Rất đáng tiền","Positive"
"Nhìn ưng lắm","Positive"
"Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời","Positive"
"Ưng lắm shop à","Positive"
"Chất lượng sản phẩm tỐt Thời gian giao hàng tạm được","Neutral"
"Còn về hàng thì okie luôn :)","Positive"
"M chua thử nhưng thấy chất rất đẹp","Positive"
"Yến Sam","Neutral"
"Xấu quắc...kg giống hình...cảm thấy khó chịu","Negative"
"3 in 1 mà mở hộp ra có mỗi 2 len, thiếu mất len macro","Negative"
"Chất lượng sản phẩm rất kém Khong co dich vụ la sao Chất lượng sản phẩm tốt","Positive"
"Hộp hơi trầy nhưng hàng đóng gói kĩ","Neutral"
"Dat xám gjao xah.thất vọg về sp","Negative"
"Sản phẩm tốt, giá rẻ","Positive"
"Nhưng good","Positive"
"Thất vọng kinh khủng","Negative"
"Vậy là oke so với giá tiền rồi","Positive"
"Chất lượng sản phẩm tuyệt vời Thời gian giao hàng rất nhanh Rất đáng tiền","Positive"
"Hàng đẹp, đúng y hình","Positive"
"Đóng gói sản phẩm rất chắc chắn Thời gian giao hàng rất nhanh","Positive"
"Chất lượng sản phẩm không được tốt bằng sản phẩm mình mua trực tiếp ở các cửa hàng","Negative"
"Tks shop","Positive"
"Thời gian giao hàng nhanh","Positive"
"Shop phục vụ rất tốt","Positive"
"form ko đẹp, ko định hình tốt vòng 1","Negative"
"Ống tay hơi nhỏ","Negative"
"Đc shop lì xì nữa","Positive"
"Sản phẩm chất lượng quá tệ","Negative"
"Shop giao hàng nhanh còn phục vụ nhiệt tình nữa","Positive"
"Biết đẹp thế mình mua thêm cái màu đỏ nữa 😊😊😊😊","Positive"
"Chỉ bung hết ra","Negative"
"5 sao nha","Positive"
"Tiếc rằng hết màu thích ko thì sẽ lấy thêm","Neutral"
"Shop chăm sóc khách hàng rất chu đáo","Positive"
"Chất lượng sản phẩm được, phải chi có màu rêu 😶","Positive"
"Tất cả đều ok","Positive"
"Áo đẹp","Positive"
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh.con dc shop tang qua nua","Positive"
"Chiều rộng giữa 2 chân hơi ngắn, khi ngồi sau trên xe máy thấy hơi khó chịu","Negative"
"Tuyệt vời ạ huhu, sẽ còn ủng hộ shop dài dài","Positive"
"Sp chất lượng","Positive"
"Sản phẩm rất là chất lượng đóng goid rất là đẹp gọn gàng, nên mua hàng ở đây rất uy tín","Positive"
"Chất lượng sản phẩm quá tệ","Negative"
"Chất lượng sản phẩm tạm dc ,hơi chật ,mik 45 kg thấy hơi chật,cổ bị rộng","Negative"
"Dùng rất ok, chỉ ko biết dùng liệu có lâu được ko thôi hì 😄","Neutral"
"Potay","Neutral"
"Size áo nam nên nữ sẽ mặc hơi rộng trừ điểm đó ra tất cả đều rất hài lòng","Positive"
"Chất lượng sp tốt tuyệt vời","Positive"
"Chất vải rất mỏng, màu cũng xấu không không đẹp không đẹp như hình","Negative"
"Y hình chuẩn đẹp👍 Chất lượng sản phẩm tuyệt vời","Positive"
"áo rất đẹp - anh chị shop rất nhiệt tình - đóng gói rất đẹp.. cảm ơn anh chị shop","Positive"
"Hàng y hình Thời gian giao hàng nhanh ,vải mỏng","Positive"
"Nhìn chung tạm ổn","Neutral"
"Ống tay xấu","Negative"
"Áo mỏng hơn so với mình nghĩ nhưng vẫn ok","Neutral"
"Chất lượng sản phẩm tuyệt vời","Positive"
"Thời gian giao hàng rất nhanh, vải đẹp","Neutral"
"foem dáng ko giống mẫu mặc,may nhái lại thôi ạ, chât vải đc","Neutral"
"Áo đẹp. .. ok.","Positive"
"Cho 5*","Positive"
"Áo rất đẹp Thời gian giao hàng rất nhanh","Positive"
"Áo đẹp, giá rẻ","Positive"
"Nói chung mình thấy ok","Positive"
"Áo chất đẹp thích hợp đi chơi, giao hành nhanh, nv tư vấn nhiệt tình","Positive"
"Phù hợp giá tiền","Positive"
"Sản phẩm k giống hình lắm, mặc 2 lần dạn hết đường chỉ","Negative"
"Shop phục vụ rất tốt Rất đáng tiền","Positive"
"E thích lắm","Positive"
"Giống hình, Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Thời gian giao hàng rất nhanh","Positive"
"Cũng cùng hãng giày nay co shop ban co 79k, nen cac bạn tim hieu kỹ khi đặt hàng","Neutral"
"Chất thì dc mà form ko chuẩn,sz XL ghi 53-68kg mà 55kg mặc thấy k dc thoải mái ,2c màu ghi thì chật k mặc dc","Negative"
"Đóng gói còn tốt nữa","Positive"
"Vận chuyển siêu nhanh","Positive"
"Chất liệu vải k co giãn","Negative"
"Éo ra j","Negative"
"Nắp túi bị lệch","Negative"
"Mình nhận dc cái túi nó móp méo","Neutral"
"Áo nhỏ quá","Negative"
"Áo vải rất đẹp","Positive"
"Shop phục vụ rất tốt","Positive"
"Hàng đẹp, chủ shop nhiệt tình ❤️","Positive"
"Chúc shop càng ngày càng đắt hàng <3","Positive"
"Chất lượng sản phẩm tuyệt vời phọt hơi rộng nhưng vãi mềm Rất đáng tiền","Positive"
"Ko giao vẫn tính tiền","Negative"
"Ủng hộ shop 5sao","Positive"
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh Thời gian giao hàng rất nhanh","Positive"
"Vì giá rẻ","Neutral"
"Giao sai size quân nhưng liên hệ với shop không bắt máy","Negative"
"Địu chắc chắn, thoáng.Đỡ mỏi tay, nhất là các bé đòi bế rong thì có địu nhàn hơn hẳn","Positive"
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Shop phục vụ rất tốt Thời gian giao hàng rất nhanh","Positive"
"Giao hàng nhanh ❤️ áo xinh như hình ❤️ mỗi tội hơi mỏng xíu","Positive"
"Dc Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn","Positive"
"Mặc rất thích :3","Positive"
"Giá cả chấp nhận được, Thời gian giao hàng rất nhanh","Positive"
"Sẽ ủng hộ shop dài dài 😘","Positive"
"Áo dày dặn và đẹp giống hình","Positive"
"Chúc c luôn đắt hàng","Positive"
"Quần cực kì đẹp","Positive"
"Cung tam dc","Neutral"
"Vải ok nhưng hơi nhỏ, ko hài lòng việc đã nhắn shop ko ghi rõ thông tin ngoài bao bì nhưng vẫn ko thực hiện, thiếu lưu ý việc tê nhị","Neutral"
"Phơi nắng r mà ko thấy sáng","Negative"
"Mình thấy rất êm chân","Positive"
"Thái độ phục vụ ok","Positive"
"Mình mặc vào nhìn như cái váy chống nắng ý","Negative"
"Nói chung thất vọng về sp","Negative"
"Màu hơi tối hơn so với ảnh sản phẩm","Negative"
"Sp chất lượng, ngon, giá rẻ hơn các chỗ khác","Positive"
"Quần cũng ok đẹp","Positive"
"Chất lượng sản phẩm tuyệt vời rất ok pin ổn ,nên mua nha mọi người 5sao","Positive"
"Phí tiền","Negative"
"Vải mỏng và hơi ngắn Thời gian giao hàng tạm được","Negative"
"Về giặt túi là vứt luôn ..","Negative"
"Hàg y hình","Positive"
"Đóng gói sản phẩm chắc chắn","Positive"
"Đặt3 giao 1 làm ăn vậy lun","Negative"
"Dây yếm hơi dài và có chỗ bị sứt chỉ","Negative"
"Hàng đẹp gía rẻ sẽ tiếp tục ủng hộ","Positive"
"Giao hàng nhanh","Positive"
"Vừa với giá tiền. 😃😃😃","Positive"
"Chứ vậy sẽ mất uy tín lắm","Negative"
"Vải hơi mỏng nhưng mùa hè mặc mát, màu k giống hình lắm nhưng cũng đẹp","Neutral"
"Giao hàng nhanh","Positive"
"Chất lượng sản phẩm tốt Đóng gói sản phẩm chắc chắn","Positive"
"Quá hụt hững vì cuộn nilon nhỏ và dài cỡ ngón tay","Negative"
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt","Positive"
"Hàng dễ thương lắm đáng yêu cực đáng đồng tiền bỏ ra","Positive"
"Hàng bỏ đi chưa mặc đã thủng","Negative"
"Vải dom áo ko giống trong hjnh giả tạo xấu xí","Negative"
"Giày đẹp trog tầm giá. 😍","Positive"
"Quá đẹp so với giá, chị chủ dễ thương, tặng chị cái ảnh 😚😍👏🏻","Positive"
"Hàng y mẫu","Positive"
"Mua size S giao size L,mác thì size S,mác ở quần thì size L,bán hàng thế này là cố tình nhầm size,mọi người xem sét trước khi mua shop này nhé","Negative"
"Giao lâu, áo phù hợp với giá","Positive"
"So với trên ảnh thì nhìn thật màu có vẻ nhạt hơn xíu nhưng vẫn đẹp","Positive"
"Chất lượng sản phẩm tuyệt vời , shop dễ thương phục vụ tốt ❤️","Positive"
"Shop nên xem lại cách đo size cho khách","Neutral"
"Shop phục vụ tạm được","Neutral"
"Áo dày và hịn lắm ạ, chị chủ shop lại còn tư vấn nhiệt tình nữa :)))","Positive"
"áo ko đẹp giống hình, lại bị nhỏ mặc không vừa","Negative"
"Chân váy đẹp, chất vải tốt chưa biết có ra màu không Mua hàng ở shop nhiều lần đều ưng ý hàng có hư hỏng gì shop cũng hỗ trợ hết mình Thời gian giao hàng rất nhanh mất tầm 2 ngày là có hàng","Positive"
"Chất liệu tạm, hơi nhỏ","Neutral"
"Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt","Positive"
"Rất thích!","Positive"
"Thời gian giao hàng rất nhanh","Positive"
"đẹp lắm bạn nào ko tin ib. tớ cho xem ảnh. là ng tiêu dùng mua đồ hãy xem đánh giá trước","Positive"
"Màu sắc k như hình","Negative"
"Sẽ ủng hộ shop liên tục 👍🏻","Positive"
"Đường chỉ may không chắc","Negative"
"Hàng đẹp","Positive"
"Hàng đẹp đúng y mẫu .tks shop nhìu","Positive"
"Sẽ tiếp tục ủng hộ shop dài dài","Positive"
"Cách shop phục vụ rất nhiệt tình","Positive"
"Chất lượng kém","Negative"
"Giống hình","Positive"
"Sp chất lượng , hàng như hình , soạn hàng nhanh, gói hàng cẩn thận","Positive"
"Form đẹp","Positive"
"Nói chung là đc shop à","Positive"
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn shop phụ vụ rat chu đáo cảm ơn món quà nhỏ của shop","Positive"
"Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Thời gian giao hàng rất nhanh, Rất đáng tiền","Positive"
"Sp giống hình, thời gian giao khá lâu, nội thành HN mất 4-5 hôm","Neutral"
"Cứ gần hết kẹo mút ghiền là ghé thăm shop,sẵn ngay ngày 10/10 có được voucher 10% với chơi lắc xu mấy ngày cũng gần 18k,mà mua 3sp kẹo mút được giảm 10% nữa chứ.mà chỉ có bị cái cho nó tự động chọn bên vc,ko để ý tưởng sh 4H ai ngờ lại GHTK...NÊN ko được nhận trong ngày.sp HSD&NSX rất OK.THANKS SHOP","Positive"
"Hơi buồn cái này thôi còn lại thì ok. 4 sao cho shop sau này rút kinh nghiệm bán đồ chơi con nít bọc nilong lại cho nó đỡ bám bụi","Positive"
"Chảo to nhưng mỏng và k phải vân đá mà là mạ nha các bạn","Neutral"
"Phân loại hàng hơi rắc rối, mình k mua được cái muốn mua","Negative"
"Vải trước đẹp hơn","Positive"
"Mọi người nhớ mua nhiều ở shop hơn nhé","Positive"
"Đáng đồng tiền","Positive"
"Rộng phải tạ mới mặc vừa","Neutral"
"Tiền nào của nấy","Neutral"
"Chất lượng sản phẩm tốt, Thời gian giao hàng rất nhanh","Positive"
"Dáng xấu","Negative"
"Rất hài lòng về quần lót bầu","Positive"
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn","Positive"
"Mặc lên dính sát vào người chứ không đứng áo như trong hình","Negative"
"Rất đáng tiền","Positive"
"Giao hàng nhanh","Positive"
"Áo đẹp dã man luôn,shop tư vấn nhiệt tình","Positive"
"Giao hàng nhanh, quần đẹp đáng so với tiền bỏ ra, shop nhiệt tình yêu shop","Positive"
"- Làm bánh cho KH mà làm sai loại bánh, vô làm lại thì bánh cháy","Negative"
"Thời gian giao hàng nhanh, sp k đc như ý..","Positive"
"Mình không bàn về chất lượng vải","Neutral"
"Shop giao thiếu ví này :""(((( và mấy món khác cũng sai màu hơi nhiều","Negative"
"hàng quá đẹp so với giá thành","Positive"
"Hàng y hình","Positive"
"Lạp xưởng ngon, nhìn mỡ vậy mà khi chiên xong ăn ko bị ngán, giá đẹp","Positive"
"Giầy cũng khá đẹp","Positive"
"Hàng y ảnh nha","Positive"
"Thời gian giao hàng rất chậm","Negative"
"So với giá thì vầy là ổn quá rồi :3","Positive"
"Chất lượng kém vải cứng k mềm, đường may ẩu, dáng bị hẫng","Negative"
"Vải mặc mát","Positive"
"Mặc rất thoải mái","Positive"
"Áo trắng chất lượng quá thấp còn bị bẩn nhiều nơi giặt ko ra","Negative"
"Chất vải đẹp","Positive"
"Tiền nào của nấy tất mới mua nhg bị rạn nhỏ","Negative"
"Good value for money","Positive"
"Ngày nay chả flash gì cũng 33k/ chai","Neutral"
"Cug tam dc .vai cug kg dep lam","Neutral"
"Chúc shop đắt hàng","Positive"
"Né shop này ra nếu ko mún bực bội","Negative"
"K giống ảnh lắm","Negative"
"Quần chất mềm..khá rẻ và ok","Positive"
"Thời gian giao hàng rất nhanh Rất đáng tiền Rất đáng tiền","Positive"
"Màu tím vỏ ngoài mo hết chu","Neutral"
"Mặc rất đẹp Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền","Positive"
"Ao dep nhung form nho so voi bang kich thuoc nen mac ko vua","Neutral"
"Áo thun chất vải mỏng mát, ko mỏng lắm đâu nha, ok lắm!","Positive"
"Minhk đã nhận được hàng","Positive"
"Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Thời gian giao hàng rất nhanh","Positive"
"Nhưng mỗi tội lạc đơn hàng phải đặt lần 2 bù Shop nhiệt tình nên xí xóa","Positive"
"Chất lượng sản phẩm tạm được Đóng gói sản phẩm tạm được Thời gian giao hàng tạm được Giá cả chấp nhận được","Neutral"
"Shop phục vụ rất tốt","Positive"
"Mua về giặt cho hết mùi vải rồi lem tùm luôn","Negative"
"Sản phẩm phù hợp với giá tiền","Positive"
"Chúc shop buôn bán thuận lợi và thành công","Positive"
"Chị chjr còn tặng cho dây buộc tóc nữa❤ Ngàn sao cho shop","Positive"
"Giấy dai","Negative"
"Vải hơi mỏng , y hình Đóng gói sản phẩm chắc chắn Phù hợp giá tiền giao hang nhanh","Positive"
"Dáng áo đẹp , hợp với giá tiền","Positive"
